gender,parent_age,child_age,key,array_index,premi
PRIA,32,6,ki,7,142.20
PRIA,32,6,ki,8,711.00
PRIA,32,6,ku,0,884
PRIA,32,6,ku,1,1326
PRIA,32,6,ku,2,2356
PRIA,32,6,ku,3,3534
PRIA,32,6,ku,4,4712
PRIA,32,6,ku,5,7068
PRIA,32,6,ku,6,9424
PRIA,32,6,ku,7,11780
PRIA,32,6,ku,8,23560
PRIA,32,7,ji,1,7.53
PRIA,32,7,ji,2,10.80
PRIA,32,7,ji,3,13.56
PRIA,32,7,ji,4,16.95
PRIA,32,7,ji,5,19.20
PRIA,32,7,ji,6,30.10
PRIA,32,7,ji,7,60.20
PRIA,32,7,ji,8,301.00
PRIA,32,7,ju,1,564
PRIA,32,7,ju,2,1080
PRIA,32,7,ju,3,1521
PRIA,32,7,ju,4,1920
PRIA,32,7,ju,5,2706
PRIA,32,7,ju,6,3608
PRIA,32,7,ju,7,4510
PRIA,32,7,ju,8,9020
PRIA,32,7,ki,0,8.90
PRIA,32,7,ki,1,16.01
PRIA,32,7,ki,2,21.35
PRIA,32,7,ki,3,28.46
PRIA,32,7,ki,4,35.58
PRIA,32,7,ki,5,42.69
PRIA,32,7,ki,6,71.15
PRIA,32,7,ki,7,142.30
PRIA,32,7,ki,8,711.50
PRIA,32,7,ku,0,887
PRIA,32,7,ku,1,1330
PRIA,32,7,ku,2,2364
PRIA,32,7,ku,3,3546
PRIA,32,7,ku,4,4728
PRIA,32,7,ku,5,7092
PRIA,32,7,ku,6,9456
PRIA,32,7,ku,7,11820
PRIA,32,7,ku,8,23640
PRIA,32,8,ji,1,7.54
PRIA,32,8,ji,2,10.80
PRIA,32,8,ji,3,13.58
PRIA,32,8,ji,4,16.98
PRIA,32,8,ji,5,19.20
PRIA,32,8,ji,6,30.15
PRIA,32,8,ji,7,60.30
PRIA,32,8,ji,8,301.50
PRIA,32,8,ju,1,566
PRIA,32,8,ju,2,1080
PRIA,32,8,ju,3,1529
PRIA,32,8,ju,4,1920
PRIA,32,8,ju,5,2718
PRIA,32,8,ju,6,3624
PRIA,32,8,ju,7,4530
PRIA,32,8,ju,8,9060
PRIA,32,8,ki,0,8.90
PRIA,32,8,ki,1,16.01
PRIA,32,8,ki,2,21.35
PRIA,32,8,ki,3,28.46
PRIA,32,8,ki,4,35.58
PRIA,32,8,ki,5,42.69
PRIA,32,8,ki,6,71.15
PRIA,32,8,ki,7,142.30
PRIA,32,8,ki,8,711.50
PRIA,32,8,ku,0,890
PRIA,32,8,ku,1,1335
PRIA,32,8,ku,2,2372
PRIA,32,8,ku,3,3558
PRIA,32,8,ku,4,4744
PRIA,32,8,ku,5,7116
PRIA,32,8,ku,6,9488
PRIA,32,8,ku,7,11860
PRIA,32,8,ku,8,23720
PRIA,32,9,ji,1,7.55
PRIA,32,9,ji,2,10.80
PRIA,32,9,ji,3,13.60
PRIA,32,9,ji,4,17.00
PRIA,32,9,ji,5,19.20
PRIA,32,9,ji,6,30.20
PRIA,32,9,ji,7,60.40
PRIA,32,9,ji,8,302.00
PRIA,32,9,ju,1,569
PRIA,32,9,ju,2,1080
PRIA,32,9,ju,3,1536
PRIA,32,9,ju,4,1920
PRIA,32,9,ju,5,2730
PRIA,32,9,ju,6,3640
PRIA,32,9,ju,7,4550
PRIA,32,9,ju,8,9100
PRIA,32,9,ki,0,8.90
PRIA,32,9,ki,1,16.02
PRIA,32,9,ki,2,21.36
PRIA,32,9,ki,3,28.48
PRIA,32,9,ki,4,35.60
PRIA,32,9,ki,5,42.72
PRIA,32,9,ki,6,71.20
PRIA,32,9,ki,7,142.40
PRIA,32,9,ki,8,712.00
PRIA,32,9,ku,0,893
PRIA,32,9,ku,1,1339
PRIA,32,9,ku,2,2381
PRIA,32,9,ku,3,3572
PRIA,32,9,ku,4,4762
PRIA,32,9,ku,5,7143
PRIA,32,9,ku,6,9524
PRIA,32,9,ku,7,11905
PRIA,32,9,ku,8,23810
PRIA,33,0,ji,1,8.40
PRIA,33,0,ji,2,11.34
PRIA,33,0,ji,3,15.12
PRIA,33,0,ji,4,18.90
PRIA,33,0,ji,5,20.16
PRIA,33,0,ji,6,33.60
PRIA,33,0,ji,7,67.20
PRIA,33,0,ji,8,336.00
PRIA,33,0,ju,1,620
PRIA,33,0,ju,2,1116
PRIA,33,0,ju,3,1674
PRIA,33,0,ju,4,1984
PRIA,33,0,ju,5,2976
PRIA,33,0,ju,6,3968
PRIA,33,0,ju,7,4960
PRIA,33,0,ju,8,9920
PRIA,33,0,ki,0,9.95
PRIA,33,0,ki,1,17.91
PRIA,33,0,ki,2,23.88
PRIA,33,0,ki,3,31.84
PRIA,33,0,ki,4,39.80
PRIA,33,0,ki,5,47.76
PRIA,33,0,ki,6,79.60
PRIA,33,0,ki,7,159.20
PRIA,33,0,ki,8,796.00
PRIA,33,0,ku,0,986
PRIA,33,0,ku,1,1479
PRIA,33,0,ku,2,2629
PRIA,33,0,ku,3,3944
PRIA,33,0,ku,4,5258
PRIA,33,0,ku,5,7887
PRIA,33,0,ku,6,10516
PRIA,33,0,ku,7,13145
PRIA,33,0,ku,8,26290
PRIA,33,1,ji,1,8.42
PRIA,33,1,ji,2,11.37
PRIA,33,1,ji,3,15.16
PRIA,33,1,ji,4,18.95
PRIA,33,1,ji,5,20.22
PRIA,33,1,ji,6,33.70
PRIA,33,1,ji,7,67.40
PRIA,33,1,ji,8,337.00
PRIA,33,1,ju,1,623
PRIA,33,1,ju,2,1121
PRIA,33,1,ju,3,1682
PRIA,33,1,ju,4,1992
PRIA,33,1,ju,5,2988
PRIA,33,1,ju,6,3984
PRIA,33,1,ju,7,4980
PRIA,33,1,ju,8,9960
PRIA,33,1,ki,0,9.96
PRIA,33,1,ki,1,17.92
PRIA,33,1,ki,2,23.90
PRIA,33,1,ki,3,31.86
PRIA,33,1,ki,4,39.83
PRIA,33,1,ki,5,47.79
PRIA,33,1,ki,6,79.65
PRIA,33,1,ki,7,159.30
PRIA,33,1,ki,8,796.50
PRIA,33,1,ku,0,989
PRIA,33,1,ku,1,1483
PRIA,33,1,ku,2,2637
PRIA,33,1,ku,3,3956
PRIA,33,1,ku,4,5274
PRIA,33,1,ku,5,7911
PRIA,33,1,ku,6,10548
PRIA,33,1,ku,7,13185
PRIA,33,1,ku,8,26370
PRIA,33,10,ji,1,8.48
PRIA,33,10,ji,2,11.45
PRIA,33,10,ji,3,15.26
PRIA,33,10,ji,4,19.08
PRIA,33,10,ji,5,20.34
PRIA,33,10,ji,6,33.90
PRIA,33,10,ji,7,67.80
PRIA,33,10,ji,8,339.00
PRIA,33,10,ju,1,641
PRIA,33,10,ju,2,1153
PRIA,33,10,ju,3,1730
PRIA,33,10,ju,4,2050
PRIA,33,10,ju,5,3075
PRIA,33,10,ju,6,4100
PRIA,33,10,ju,7,5125
PRIA,33,10,ju,8,10250
PRIA,33,10,ki,0,10.06
PRIA,33,10,ki,1,18.10
PRIA,33,10,ki,2,24.14
PRIA,33,10,ki,3,32.18
PRIA,33,10,ki,4,40.23
PRIA,33,10,ki,5,48.27
PRIA,33,10,ki,6,80.45
PRIA,33,10,ki,7,160.90
PRIA,33,10,ki,8,804.50
PRIA,33,10,ku,0,1015
PRIA,33,10,ku,1,1523
PRIA,33,10,ku,2,2707
PRIA,33,10,ku,3,4061
PRIA,33,10,ku,4,5414
PRIA,33,10,ku,5,8121
PRIA,33,10,ku,6,10828
PRIA,33,10,ku,7,13535
PRIA,33,10,ku,8,27070
PRIA,33,11,ji,1,8.49
PRIA,33,11,ji,2,11.46
PRIA,33,11,ji,3,15.28
PRIA,33,11,ji,4,19.10
PRIA,33,11,ji,5,20.37
PRIA,33,11,ji,6,33.95
PRIA,33,11,ji,7,67.90
PRIA,33,11,ji,8,339.50
PRIA,33,11,ju,1,648
PRIA,33,11,ju,2,1166
PRIA,33,11,ju,3,1749
PRIA,33,11,ju,4,2074
PRIA,33,11,ju,5,3111
PRIA,33,11,ju,6,4148
PRIA,33,11,ju,7,5185
PRIA,33,11,ju,8,10370
PRIA,33,11,ki,0,10.06
PRIA,33,11,ki,1,18.11
PRIA,33,11,ki,2,24.15
PRIA,33,11,ki,3,32.20
PRIA,33,11,ki,4,40.25
PRIA,33,11,ki,5,48.30
PRIA,33,11,ki,6,80.50
PRIA,33,11,ki,7,161.00
PRIA,33,11,ki,8,805.00
PRIA,33,11,ku,0,1018
PRIA,33,11,ku,1,1528
PRIA,33,11,ku,2,2715
PRIA,33,11,ku,3,4073
PRIA,33,11,ku,4,5430
PRIA,33,11,ku,5,8145
PRIA,33,11,ku,6,10860
PRIA,33,11,ku,7,13575
PRIA,33,11,ku,8,27150
PRIA,33,2,ji,1,8.43
PRIA,33,2,ji,2,11.39
PRIA,33,2,ji,3,15.18
PRIA,33,2,ji,4,18.98
PRIA,33,2,ji,5,20.22
PRIA,33,2,ji,6,33.70
PRIA,33,2,ji,7,67.40
PRIA,33,2,ji,8,337.00
PRIA,33,2,ju,1,625
PRIA,33,2,ju,2,1125
PRIA,33,2,ju,3,1688
PRIA,33,2,ju,4,2000
PRIA,33,2,ju,5,3000
PRIA,33,2,ju,6,4000
PRIA,33,2,ju,7,5000
PRIA,33,2,ju,8,10000
PRIA,33,2,ki,0,10.01
PRIA,33,2,ki,1,18.02
PRIA,33,2,ki,2,24.03
PRIA,33,2,ki,3,32.04
PRIA,33,2,ki,4,40.05
PRIA,33,2,ki,5,48.06
PRIA,33,2,ki,6,80.10
PRIA,33,2,ki,7,160.20
PRIA,33,2,ki,8,801.00
PRIA,33,2,ku,0,992
PRIA,33,2,ku,1,1488
PRIA,33,2,ku,2,2645
PRIA,33,2,ku,3,3968
PRIA,33,2,ku,4,5290
PRIA,33,2,ku,5,7935
PRIA,33,2,ku,6,10580
PRIA,33,2,ku,7,13225
PRIA,33,2,ku,8,26450
PRIA,33,3,ji,1,8.43
PRIA,33,3,ji,2,11.39
PRIA,33,3,ji,3,15.18
PRIA,33,3,ji,4,18.98
PRIA,33,3,ji,5,20.22
PRIA,33,3,ji,6,33.70
PRIA,33,3,ji,7,67.40
PRIA,33,3,ji,8,337.00
PRIA,33,3,ju,1,628
PRIA,33,3,ju,2,1130
PRIA,33,3,ju,3,1695
PRIA,33,3,ju,4,2008
PRIA,33,3,ju,5,3012
PRIA,33,3,ju,6,4016
PRIA,33,3,ju,7,5020
PRIA,33,3,ju,8,10040
PRIA,33,3,ki,0,10.02
PRIA,33,3,ki,1,18.03
PRIA,33,3,ki,2,24.03
PRIA,33,3,ki,3,32.04
PRIA,33,3,ki,4,40.05
PRIA,33,3,ki,5,48.06
PRIA,33,3,ki,6,80.10
PRIA,33,3,ki,7,160.20
PRIA,33,3,ki,8,801.00
PRIA,33,3,ku,0,995
PRIA,33,3,ku,1,1492
PRIA,33,3,ku,2,2652
PRIA,33,3,ku,3,3978
PRIA,33,3,ku,4,5304
PRIA,33,3,ku,5,7956
PRIA,33,3,ku,6,10608
PRIA,33,3,ku,7,13260
PRIA,33,3,ku,8,26520
PRIA,33,4,ji,1,8.44
PRIA,33,4,ji,2,11.40
PRIA,33,4,ji,3,15.20
PRIA,33,4,ji,4,19.00
PRIA,33,4,ji,5,20.25
PRIA,33,4,ji,6,33.75
PRIA,33,4,ji,7,67.50
PRIA,33,4,ji,8,337.50
PRIA,33,4,ju,1,630
PRIA,33,4,ju,2,1134
PRIA,33,4,ju,3,1701
PRIA,33,4,ju,4,2016
PRIA,33,4,ju,5,3024
PRIA,33,4,ju,6,4032
PRIA,33,4,ju,7,5040
PRIA,33,4,ju,8,10080
PRIA,33,4,ki,0,10.02
PRIA,33,4,ki,1,18.04
PRIA,33,4,ki,2,24.05
PRIA,33,4,ki,3,32.06
PRIA,33,4,ki,4,40.08
PRIA,33,4,ki,5,48.09
PRIA,33,4,ki,6,80.15
PRIA,33,4,ki,7,160.30
PRIA,33,4,ki,8,801.50
PRIA,33,4,ku,0,998
PRIA,33,4,ku,1,1497
PRIA,33,4,ku,2,2660
PRIA,33,4,ku,3,3990
PRIA,33,4,ku,4,5320
PRIA,33,4,ku,5,7980
PRIA,33,4,ku,6,10640
PRIA,33,4,ku,7,13300
PRIA,33,4,ku,8,26600
PRIA,33,5,ji,1,8.44
PRIA,33,5,ji,2,11.40
PRIA,33,5,ji,3,15.20
PRIA,33,5,ji,4,19.00
PRIA,33,5,ji,5,20.25
PRIA,33,5,ji,6,33.75
PRIA,33,5,ji,7,67.50
PRIA,33,5,ji,8,337.50
PRIA,33,5,ju,1,631
PRIA,33,5,ju,2,1135
PRIA,33,5,ju,3,1703
PRIA,33,5,ju,4,2018
PRIA,33,5,ju,5,3027
PRIA,33,5,ju,6,4036
PRIA,33,5,ju,7,5045
PRIA,33,5,ju,8,10090
PRIA,33,5,ki,0,10.03
PRIA,33,5,ki,1,18.05
PRIA,33,5,ki,2,24.06
PRIA,33,5,ki,3,32.08
PRIA,33,5,ki,4,40.10
PRIA,33,5,ki,5,48.12
PRIA,33,5,ki,6,80.20
PRIA,33,5,ki,7,160.40
PRIA,33,5,ki,8,802.00
PRIA,33,5,ku,0,1001
PRIA,33,5,ku,1,1501
PRIA,33,5,ku,2,2668
PRIA,33,5,ku,3,4002
PRIA,33,5,ku,4,5336
PRIA,33,5,ku,5,8004
PRIA,33,5,ku,6,10672
PRIA,33,5,ku,7,13340
PRIA,33,5,ku,8,26680
PRIA,33,6,ji,1,8.44
PRIA,33,6,ji,2,11.40
PRIA,33,6,ji,3,15.20
PRIA,33,6,ji,4,19.00
PRIA,33,6,ji,5,20.25
PRIA,33,6,ji,6,33.75
PRIA,33,6,ji,7,67.50
PRIA,33,6,ji,8,337.50
PRIA,33,6,ju,1,634
PRIA,33,6,ju,2,1140
PRIA,33,6,ju,3,1710
PRIA,33,6,ju,4,2028
PRIA,33,6,ju,5,3042
PRIA,33,6,ju,6,4056
PRIA,33,6,ju,7,5070
PRIA,33,6,ju,8,10140
PRIA,33,6,ki,0,10.03
PRIA,33,6,ki,1,18.05
PRIA,33,6,ki,2,24.08
PRIA,33,6,ki,3,32.10
PRIA,33,6,ki,4,40.13
PRIA,33,6,ki,5,48.15
PRIA,33,6,ki,6,80.25
PRIA,33,6,ki,7,160.50
PRIA,33,6,ki,8,802.50
PRIA,33,6,ku,0,1004
PRIA,33,6,ku,1,1506
PRIA,33,6,ku,2,2676
PRIA,33,6,ku,3,4014
PRIA,33,6,ku,4,5352
PRIA,33,6,ku,5,8028
PRIA,33,6,ku,6,10704
PRIA,33,6,ku,7,13380
PRIA,33,6,ku,8,26760
PRIA,33,7,ji,1,8.47
PRIA,33,7,ji,2,11.43
PRIA,33,7,ji,3,15.24
PRIA,33,7,ji,4,19.05
PRIA,33,7,ji,5,20.34
PRIA,33,7,ji,6,33.90
PRIA,33,7,ji,7,67.80
PRIA,33,7,ji,8,339.00
PRIA,33,7,ju,1,635
PRIA,33,7,ju,2,1143
PRIA,33,7,ju,3,1715
PRIA,33,7,ju,4,2032
PRIA,33,7,ju,5,3048
PRIA,33,7,ju,6,4064
PRIA,33,7,ju,7,5080
PRIA,33,7,ju,8,10160
PRIA,33,7,ki,0,10.04
PRIA,33,7,ki,1,18.07
PRIA,33,7,ki,2,24.09
PRIA,33,7,ki,3,32.12
PRIA,33,7,ki,4,40.15
PRIA,33,7,ki,5,48.18
PRIA,33,7,ki,6,80.30
PRIA,33,7,ki,7,160.60
PRIA,33,7,ki,8,803.00
PRIA,33,7,ku,0,1007
PRIA,33,7,ku,1,1510
PRIA,33,7,ku,2,2684
PRIA,33,7,ku,3,4026
PRIA,33,7,ku,4,5368
PRIA,33,7,ku,5,8052
PRIA,33,7,ku,6,10736
PRIA,33,7,ku,7,13420
PRIA,33,7,ku,8,26840
PRIA,33,8,ji,1,8.47
PRIA,33,8,ji,2,11.43
PRIA,33,8,ji,3,15.24
PRIA,33,8,ji,4,19.05
PRIA,33,8,ji,5,20.34
PRIA,33,8,ji,6,33.90
PRIA,33,8,ji,7,67.80
PRIA,33,8,ji,8,339.00
PRIA,33,8,ju,1,638
PRIA,33,8,ju,2,1148
PRIA,33,8,ju,3,1722
PRIA,33,8,ju,4,2040
PRIA,33,8,ju,5,3060
PRIA,33,8,ju,6,4080
PRIA,33,8,ju,7,5100
PRIA,33,8,ju,8,10200
PRIA,33,8,ki,0,10.05
PRIA,33,8,ki,1,18.08
PRIA,33,8,ki,2,24.11
PRIA,33,8,ki,3,32.14
PRIA,33,8,ki,4,40.18
PRIA,33,8,ki,5,48.21
PRIA,33,8,ki,6,80.35
PRIA,33,8,ki,7,160.70
PRIA,33,8,ki,8,803.50
PRIA,33,8,ku,0,1010
PRIA,33,8,ku,1,1515
PRIA,33,8,ku,2,2692
PRIA,33,8,ku,3,4038
PRIA,33,8,ku,4,5384
PRIA,33,8,ku,5,8076
PRIA,33,8,ku,6,10768
PRIA,33,8,ku,7,13460
PRIA,33,8,ku,8,26920
PRIA,33,9,ji,1,8.48
PRIA,33,9,ji,2,11.45
PRIA,33,9,ji,3,15.26
PRIA,33,9,ji,4,19.08
PRIA,33,9,ji,5,20.34
PRIA,33,9,ji,6,33.90
PRIA,33,9,ji,7,67.80
PRIA,33,9,ji,8,339.00
PRIA,33,9,ju,1,640
PRIA,33,9,ju,2,1152
PRIA,33,9,ju,3,1728
PRIA,33,9,ju,4,2048
PRIA,33,9,ju,5,3072
PRIA,33,9,ju,6,4096
PRIA,33,9,ju,7,5120
PRIA,33,9,ju,8,10240
PRIA,33,9,ki,0,10.05
PRIA,33,9,ki,1,18.09
PRIA,33,9,ki,2,24.12
PRIA,33,9,ki,3,32.16
PRIA,33,9,ki,4,40.20
PRIA,33,9,ki,5,48.24
PRIA,33,9,ki,6,80.40
PRIA,33,9,ki,7,160.80
PRIA,33,9,ki,8,804.00
PRIA,33,9,ku,0,1013
PRIA,33,9,ku,1,1519
PRIA,33,9,ku,2,2700
PRIA,33,9,ku,3,4050
PRIA,33,9,ku,4,5400
PRIA,33,9,ku,5,8100
PRIA,33,9,ku,6,10800
PRIA,33,9,ku,7,13500
PRIA,33,9,ku,8,27000
PRIA,34,0,ji,1,9.29
PRIA,34,0,ji,2,12.54
PRIA,34,0,ji,3,16.72
PRIA,34,0,ji,4,19.20
PRIA,34,0,ji,5,22.29
PRIA,34,0,ji,6,37.15
PRIA,34,0,ji,7,74.30
PRIA,34,0,ji,8,371.50
PRIA,34,0,ju,1,694
PRIA,34,0,ju,2,1248
PRIA,34,0,ju,3,1872
PRIA,34,0,ju,4,2220
PRIA,34,0,ju,5,3330
PRIA,34,0,ju,6,4440
PRIA,34,0,ju,7,5550
PRIA,34,0,ju,8,11100
PRIA,34,0,ki,0,10.80
PRIA,34,0,ki,1,19.20
PRIA,34,0,ki,2,26.76
PRIA,34,0,ki,3,35.68
PRIA,34,0,ki,4,44.60
PRIA,34,0,ki,5,53.52
PRIA,34,0,ki,6,89.20
PRIA,34,0,ki,7,178.40
PRIA,34,0,ki,8,892.00
PRIA,34,0,ku,0,1080
PRIA,34,0,ku,1,1660
PRIA,34,0,ku,2,2951
PRIA,34,0,ku,3,4427
PRIA,34,0,ku,4,5902
PRIA,34,0,ku,5,8853
PRIA,34,0,ku,6,11804
PRIA,34,0,ku,7,14755
PRIA,34,0,ku,8,29510
PRIA,34,1,ji,1,9.30
PRIA,34,1,ji,2,12.56
PRIA,34,1,ji,3,16.74
PRIA,34,1,ji,4,19.20
PRIA,34,1,ji,5,22.32
PRIA,34,1,ji,6,37.20
PRIA,34,1,ji,7,74.40
PRIA,34,1,ji,8,372.00
PRIA,34,1,ju,1,696
PRIA,34,1,ju,2,1253
PRIA,34,1,ju,3,1880
PRIA,34,1,ju,4,2228
PRIA,34,1,ju,5,3342
PRIA,34,1,ju,6,4456
PRIA,34,1,ju,7,5570
PRIA,34,1,ju,8,11140
PRIA,34,1,ki,0,10.80
PRIA,34,1,ki,1,19.20
PRIA,34,1,ki,2,26.79
PRIA,34,1,ki,3,35.72
PRIA,34,1,ki,4,44.65
PRIA,34,1,ki,5,53.58
PRIA,34,1,ki,6,89.30
PRIA,34,1,ki,7,178.60
PRIA,34,1,ki,8,893.00
PRIA,34,1,ku,0,1080
PRIA,34,1,ku,1,1665
PRIA,34,1,ku,2,2959
PRIA,34,1,ku,3,4439
PRIA,34,1,ku,4,5918
PRIA,34,1,ku,5,8877
PRIA,34,1,ku,6,11836
PRIA,34,1,ku,7,14795
PRIA,34,1,ku,8,29590
PRIA,34,10,ji,1,9.32
PRIA,34,10,ji,2,12.59
PRIA,34,10,ji,3,16.78
PRIA,34,10,ji,4,19.20
PRIA,34,10,ji,5,22.38
PRIA,34,10,ji,6,37.30
PRIA,34,10,ji,7,74.60
PRIA,34,10,ji,8,373.00
PRIA,34,10,ju,1,711
PRIA,34,10,ju,2,1280
PRIA,34,10,ju,3,1920
PRIA,34,10,ju,4,2276
PRIA,34,10,ju,5,3414
PRIA,34,10,ju,6,4552
PRIA,34,10,ju,7,5690
PRIA,34,10,ju,8,11380
PRIA,34,10,ki,0,10.80
PRIA,34,10,ki,1,19.20
PRIA,34,10,ki,2,27.03
PRIA,34,10,ki,3,36.04
PRIA,34,10,ki,4,45.05
PRIA,34,10,ki,5,54.06
PRIA,34,10,ki,6,90.10
PRIA,34,10,ki,7,180.20
PRIA,34,10,ki,8,901.00
PRIA,34,10,ku,0,1080
PRIA,34,10,ku,1,1703
PRIA,34,10,ku,2,3026
PRIA,34,10,ku,3,4539
PRIA,34,10,ku,4,6052
PRIA,34,10,ku,5,9078
PRIA,34,10,ku,6,12104
PRIA,34,10,ku,7,15130
PRIA,34,10,ku,8,30260
PRIA,34,11,ji,1,9.33
PRIA,34,11,ji,2,12.60
PRIA,34,11,ji,3,16.80
PRIA,34,11,ji,4,19.20
PRIA,34,11,ji,5,22.38
PRIA,34,11,ji,6,37.30
PRIA,34,11,ji,7,74.60
PRIA,34,11,ji,8,373.00
PRIA,34,11,ju,1,719
PRIA,34,11,ju,2,1293
PRIA,34,11,ju,3,1920
PRIA,34,11,ju,4,2300
PRIA,34,11,ju,5,3450
PRIA,34,11,ju,6,4600
PRIA,34,11,ju,7,5750
PRIA,34,11,ju,8,11500
PRIA,34,11,ki,0,10.80
PRIA,34,11,ki,1,19.20
PRIA,34,11,ki,2,27.05
PRIA,34,11,ki,3,36.06
PRIA,34,11,ki,4,45.08
PRIA,34,11,ki,5,54.09
PRIA,34,11,ki,6,90.15
PRIA,34,11,ki,7,180.30
PRIA,34,11,ki,8,901.50
PRIA,34,11,ku,0,1080
PRIA,34,11,ku,1,1707
PRIA,34,11,ku,2,3034
PRIA,34,11,ku,3,4551
PRIA,34,11,ku,4,6068
PRIA,34,11,ku,5,9102
PRIA,34,11,ku,6,12136
PRIA,34,11,ku,7,15170
PRIA,34,11,ku,8,30340
PRIA,34,2,ji,1,9.30
PRIA,34,2,ji,2,12.56
PRIA,34,2,ji,3,16.74
PRIA,34,2,ji,4,19.20
PRIA,34,2,ji,5,22.32
PRIA,34,2,ji,6,37.20
PRIA,34,2,ji,7,74.40
PRIA,34,2,ji,8,372.00
PRIA,34,2,ju,1,698
PRIA,34,2,ju,2,1256
PRIA,34,2,ju,3,1884
PRIA,34,2,ju,4,2234
PRIA,34,2,ju,5,3351
PRIA,34,2,ju,6,4468
PRIA,34,2,ju,7,5585
PRIA,34,2,ju,8,11170
PRIA,34,2,ki,0,10.80
PRIA,34,2,ki,1,19.20
PRIA,34,2,ki,2,26.93
PRIA,34,2,ki,3,35.90
PRIA,34,2,ki,4,44.88
PRIA,34,2,ki,5,53.85
PRIA,34,2,ki,6,89.75
PRIA,34,2,ki,7,179.50
PRIA,34,2,ki,8,897.50
PRIA,34,2,ku,0,1080
PRIA,34,2,ku,1,1669
PRIA,34,2,ku,2,2966
PRIA,34,2,ku,3,4449
PRIA,34,2,ku,4,5932
PRIA,34,2,ku,5,8898
PRIA,34,2,ku,6,11864
PRIA,34,2,ku,7,14830
PRIA,34,2,ku,8,29660
PRIA,34,3,ji,1,9.30
PRIA,34,3,ji,2,12.56
PRIA,34,3,ji,3,16.74
PRIA,34,3,ji,4,19.20
PRIA,34,3,ji,5,22.32
PRIA,34,3,ji,6,37.20
PRIA,34,3,ji,7,74.40
PRIA,34,3,ji,8,372.00
PRIA,34,3,ju,1,701
PRIA,34,3,ju,2,1261
PRIA,34,3,ju,3,1892
PRIA,34,3,ju,4,2242
PRIA,34,3,ju,5,3363
PRIA,34,3,ju,6,4484
PRIA,34,3,ju,7,5605
PRIA,34,3,ju,8,11210
PRIA,34,3,ki,0,10.80
PRIA,34,3,ki,1,19.20
PRIA,34,3,ki,2,26.94
PRIA,34,3,ki,3,35.92
PRIA,34,3,ki,4,44.90
PRIA,34,3,ki,5,53.88
PRIA,34,3,ki,6,89.80
PRIA,34,3,ki,7,179.60
PRIA,34,3,ki,8,898.00
PRIA,34,3,ku,0,1080
PRIA,34,3,ku,1,1673
PRIA,34,3,ku,2,2974
PRIA,34,3,ku,3,4461
PRIA,34,3,ku,4,5948
PRIA,34,3,ku,5,8922
PRIA,34,3,ku,6,11896
PRIA,34,3,ku,7,14870
PRIA,34,3,ku,8,29740
PRIA,34,4,ji,1,9.30
PRIA,34,4,ji,2,12.56
PRIA,34,4,ji,3,16.74
PRIA,34,4,ji,4,19.20
PRIA,34,4,ji,5,22.32
PRIA,34,4,ji,6,37.20
PRIA,34,4,ji,7,74.40
PRIA,34,4,ji,8,372.00
PRIA,34,4,ju,1,703
PRIA,34,4,ju,2,1265
PRIA,34,4,ju,3,1898
PRIA,34,4,ju,4,2248
PRIA,34,4,ju,5,3372
PRIA,34,4,ju,6,4496
PRIA,34,4,ju,7,5620
PRIA,34,4,ju,8,11240
PRIA,34,4,ki,0,10.80
PRIA,34,4,ki,1,19.20
PRIA,34,4,ki,2,26.96
PRIA,34,4,ki,3,35.94
PRIA,34,4,ki,4,44.93
PRIA,34,4,ki,5,53.91
PRIA,34,4,ki,6,89.85
PRIA,34,4,ki,7,179.70
PRIA,34,4,ki,8,898.50
PRIA,34,4,ku,0,1080
PRIA,34,4,ku,1,1677
PRIA,34,4,ku,2,2982
PRIA,34,4,ku,3,4473
PRIA,34,4,ku,4,5964
PRIA,34,4,ku,5,8946
PRIA,34,4,ku,6,11928
PRIA,34,4,ku,7,14910
PRIA,34,4,ku,8,29820
PRIA,34,5,ji,1,9.30
PRIA,34,5,ji,2,12.56
PRIA,34,5,ji,3,16.74
PRIA,34,5,ji,4,19.20
PRIA,34,5,ji,5,22.32
PRIA,34,5,ji,6,37.20
PRIA,34,5,ji,7,74.40
PRIA,34,5,ji,8,372.00
PRIA,34,5,ju,1,703
PRIA,34,5,ju,2,1265
PRIA,34,5,ju,3,1898
PRIA,34,5,ju,4,2250
PRIA,34,5,ju,5,3375
PRIA,34,5,ju,6,4500
PRIA,34,5,ju,7,5625
PRIA,34,5,ju,8,11250
PRIA,34,5,ki,0,10.80
PRIA,34,5,ki,1,19.20
PRIA,34,5,ki,2,26.97
PRIA,34,5,ki,3,35.96
PRIA,34,5,ki,4,44.95
PRIA,34,5,ki,5,53.94
PRIA,34,5,ki,6,89.90
PRIA,34,5,ki,7,179.80
PRIA,34,5,ki,8,899.00
PRIA,34,5,ku,0,1080
PRIA,34,5,ku,1,1681
PRIA,34,5,ku,2,2989
PRIA,34,5,ku,3,4484
PRIA,34,5,ku,4,5978
PRIA,34,5,ku,5,8967
PRIA,34,5,ku,6,11956
PRIA,34,5,ku,7,14945
PRIA,34,5,ku,8,29890
PRIA,34,6,ji,1,9.31
PRIA,34,6,ji,2,12.57
PRIA,34,6,ji,3,16.76
PRIA,34,6,ji,4,19.20
PRIA,34,6,ji,5,22.35
PRIA,34,6,ji,6,37.25
PRIA,34,6,ji,7,74.50
